Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Product Title,Product ID,Product Type,SKU ID,Device Model,Country of Buyer,Currency of Sale,State of Buyer,Postal Code of Buyer,Item Price,Taxes Collected,Charged Amount,Base Plan ID,Offer ID
GPA.3349-0743-5556-18924,2021-11-01,1635789195,Charged,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,OP4C7BL1,RU,RUB,Москва,115563,90.83,18.17,109.00,,
GPA.3331-6095-4985-59577,2021-11-01,1635791825,Charged,Remove advertisements (Whisky App),com.vansteinengroentjes.apps.whisky,1,com.vansteinengroentjes.apps.whisky.adverts,camellian,BE,EUR,,,1.50,0.32,1.82,,
GPA.3343-4112-5826-01193,2021-11-01,1635793625,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,judypn,US,USD,ND,58346,5.49,0.38,5.87,,
GPA.3397-2825-9429-70987,2021-11-01,1635805062,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,merlinnfc,DE,EUR,,,4.19,0.80,4.99,,
GPA.3331-1672-8520-93384,2021-11-01,1635807251,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ASUS_Z01QD_1,GB,GBP,,,2.16,0.43,2.59,,
GPA.3316-0017-1728-82204,2021-11-01,1635807270,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ASUS_Z01QD_1,GB,GBP,,,3.49,0.70,4.19,,
GPA.3304-8267-3965-87808,2021-11-02,1635813878,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,acexlm,US,USD,CT,06451,5.49,0.35,5.84,,
GPA.3386-5676-5771-00719,2021-11-02,1635823619,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,sofiap,US,USD,TX,76131,3.49,0.29,3.78,,
GPA.3316-8440-8865-94581,2021-11-02,1635846393,Charged,Euro 2012,com.droidbs.apps.ekapp2012,1,,TECNO-KF7j,GH,GHS,,,5.00,0.88,5.88,,
GPA.3316-8440-8865-94581,2021-11-02,1635846393,Refund,Euro 2012,com.droidbs.apps.ekapp2012,1,,TECNO-KF7j,GH,GHS,,,5.00,-0.88,-5.88,,
GPA.3317-3591-1997-45320,2021-11-02,1635856536,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,USD,WA,98513,5.49,0.52,6.01,,
GPA.3330-8078-7356-00429,2021-11-02,1635871133,Charged,Scheurkalender Live Wallpaper,com.droidbs.wallpaper.live.blockcalendar,1,,r8q,NL,EUR,,,0.98,0.21,1.19,,
GPA.3348-5523-5989-62135,2021-11-02,1635874667,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a51,FI,EUR,,,4.02,0.97,4.99,,
GPA.3350-6668-3559-13793,2021-11-02,1635876883,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mh,MX,MXN,,97173,56.03,8.97,65.00,,
GPA.3316-4155-7999-48545,2021-11-02,1635891665,Charged,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,denver,US,USD,MI,48370,2.49,0.15,2.64,,
GPA.3379-3502-3121-09726,2021-11-02,1635896042,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a12u,US,USD,MN,55721,5.49,0.38,5.87,,
GPA.3359-2856-6128-63012,2021-11-03,1635900432,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond1,MX,MXN,,66070,93.97,15.03,109.00,,
GPA.3399-5959-7681-41972,2021-11-03,1635900814,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,minsk,US,USD,AL,35150,5.49,0.38,5.87,,
GPA.3367-5804-5037-33981,2021-11-03,1635901215,Charged,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,z3q,US,USD,TN,37062,3.49,0.34,3.83,,
GPA.3346-4258-9433-69863,2021-11-03,1635911199,Charged,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,x1q,US,USD,OK,73543,5.49,0.00,5.49,,
GPA.3358-5729-9434-19153,2021-11-03,1635911232,Charged,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,x1q,US,USD,OK,73543,3.49,0.00,3.49,,
GPA.3392-8687-6580-17419,2021-11-03,1635915184,Charged,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,ZON,US,USD,TX,75974,1.99,0.16,2.15,,
GPA.3354-0039-6668-25986,2021-11-03,1635919939,Charged,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,beyond2q,US,USD,PA,17821,3.49,0.21,3.70,,
GPA.3364-1684-3165-10024,2021-11-03,1635951015,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a71,GB,GBP,,,3.49,0.70,4.19,,
GPA.3386-5030-8357-60117,2021-11-03,1635956284,Charged,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,1,unlockcharactermanager,r8q,US,USD,DE,19904,1.96,0.00,1.96,,
GPA.3319-6423-8269-40707,2021-11-03,1635962691,Charged,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,cv7as,US,USD,TX,78537,3.49,0.29,3.78,,
GPA.3364-6120-2813-05559,2021-11-03,1635963402,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ASUS_I003_1,PT,EUR,,,2.43,0.56,2.99,,
GPA.3300-2759-7487-43528,2021-11-03,1635977631,Charged,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,1,unlockcharactermanager,p3q,US,USD,TX,75163,1.96,0.14,2.10,,
GPA.3313-3300-8778-25902,2021-11-03,1635978940,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,apollo,CO,COP,,700001,"17,500.00",0.00,"17,500.00",,
GPA.3376-6506-8586-67053,2021-11-03,1635979657,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ASUS_P028_1,US,USD,KS,66071,5.49,0.51,6.00,,
GPA.3393-9360-2205-19227,2021-11-03,1635979700,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ASUS_P028_1,US,USD,KS,66071,3.49,0.33,3.82,,
GPA.3399-0729-1452-13355,2021-11-04,1635997577,Charged,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,oriole,US,USD,MI,49707,2.49,0.15,2.64,,
GPA.3381-6316-5546-37593,2021-11-04,1635997633,Charged,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,oriole,US,USD,MI,49707,1.99,0.12,2.11,,
GPA.3395-4271-8267-31455,2021-11-04,1636003025,Charged,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,1,premium,a12u,US,USD,PA,19560,2.49,0.15,2.64,,
GPA.3378-0271-9744-86171,2021-11-04,1636022111,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HWELE,GB,GBP,,,3.49,0.70,4.19,,
GPA.3331-0055-9931-72773,2021-11-04,1636032026,Charged,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,1,unlockcharactermanager,borneo,US,USD,IN,47446,1.96,0.14,2.10,,
GPA.3354-9183-4674-47125,2021-11-04,1636032036,Charged,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,1,premium,borneo,US,USD,IN,47446,2.49,0.17,2.66,,
GPA.3346-8893-6209-93750,2021-11-04,1636035910,Charged,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,1,unlockcharactermanager,sargo,CA,CAD,AB,T2J 0T6,2.40,0.12,2.52,,
GPA.3322-7454-4624-47314,2021-11-04,1636050861,Charged,Verwijder reclame (Whisky App),com.vansteinengroentjes.apps.whisky,1,com.vansteinengroentjes.apps.whisky.adverts,beyond0,NL,EUR,,,1.50,0.32,1.82,,
GPA.3347-8520-2543-83711,2021-11-04,1636051310,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus8,US,USD,NJ,07032,5.49,0.36,5.85,,
GPA.3313-3300-8778-25902,2021-11-04,1636057608,Refund,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,apollo,CO,COP,,700001,"17,500.00",0.00,"-17,500.00",,
GPA.3399-6196-4762-75492,2021-11-04,1636067747,Charged,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,1,premium,crownqltesq,US,USD,CA,91202,2.49,0.00,2.49,,
GPA.3384-8046-7908-11492,2021-11-04,1636068119,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mh,CR,CRC,,,"2,000.00",0.00,"2,000.00",,
GPA.3394-7011-7992-67654,2021-11-04,1636068167,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mh,CR,CRC,,,"3,300.00",0.00,"3,300.00",,
GPA.3300-4453-2226-47130,2021-11-05,1636075984,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,flame,US,USD,MA,01103,5.49,0.34,5.83,,
GPA.3304-3815-7381-97171,2021-11-05,1636076010,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,flame,US,USD,MA,01103,3.49,0.22,3.71,,
GPA.3351-7360-2570-83142,2021-11-05,1636078589,Charged,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,1,unlockcharactermanager,a71,CA,CAD,ON,N4N 2G2,2.40,0.31,2.71,,
GPA.3315-7380-1913-67411,2021-11-05,1636078609,Charged,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,1,premium,a71,CA,CAD,ON,N4N 2G2,3.69,0.48,4.17,,
GPA.3367-8969-3867-49678,2021-11-05,1636083307,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,crosshatch,US,USD,MN,55387,3.49,0.26,3.75,,
GPA.3385-6056-5587-73985,2021-11-05,1636085566,Charged,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,d2q,US,USD,OK,74055,5.49,0.00,5.49,,
GPA.3338-6622-2219-11448,2021-11-05,1636091850,Charged,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,p3q,US,USD,PA,17820,3.49,0.21,3.70,,
GPA.3398-4175-8074-07468,2021-11-05,1636098945,Charged,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,bramble,US,USD,WA,98409,3.49,0.35,3.84,,
GPA.3336-1778-3503-48217,2021-11-05,1636105436,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,H8416,GB,GBP,,,3.49,0.70,4.19,,
GPA.3300-2500-1717-80501,2021-11-05,1636116134,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,USD,CO,80525,5.49,0.00,5.49,,
GPA.3385-1031-2598-52596,2021-11-05,1636128899,Charged,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,dream2lte,IT,EUR,,,2.45,0.54,2.99,,
GPA.3326-0063-7250-76657,2021-11-05,1636145872,Charged,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,a21,US,USD,KY,42748,1.99,0.12,2.11,,
GPA.3338-2452-0999-31532,2021-11-05,1636150292,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,minsk,US,USD,MN,55303,3.49,0.25,3.74,,
GPA.3387-2051-6672-38201,2021-11-05,1636150758,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gta4xlwifi,US,USD,TX,77707,5.49,0.45,5.94,,
GPA.3371-8250-3645-41730,2021-11-05,1636156654,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,USD,IN,47037,3.49,0.24,3.73,,
GPA.3379-8679-8679-34724,2021-11-06,1636159237,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,b2q,GB,GBP,,,2.16,0.43,2.59,,
GPA.3349-0871-8571-68988,2021-11-06,1636160120,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c1q,US,USD,IN,47037,5.49,0.38,5.87,,
GPA.3303-1485-0483-21032,2021-11-06,1636193629,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d1q,US,USD,NV,89509,5.49,0.00,5.49,,
GPA.3350-9340-4412-91769,2021-11-06,1636194270,Charged,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,crosshatch,US,USD,OH,44117,1.99,0.15,2.14,,
GPA.3360-8265-5840-31719,2021-11-06,1636203486,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond1,GB,GBP,,,3.49,0.70,4.19,,
GPA.3376-3079-0739-93031,2021-11-06,1636203510,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond1,GB,GBP,,,2.16,0.43,2.59,,
GPA.3308-2069-6584-89515,2021-11-06,1636203569,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,crownlte,GB,GBP,,,2.16,0.43,2.59,,
GPA.3345-0213-2907-64718,2021-11-06,1636203581,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crownlte,GB,GBP,,,3.49,0.70,4.19,,
GPA.3397-1209-0209-21721,2021-11-06,1636218011,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,USD,GA,31903,5.49,0.00,5.49,,
GPA.3389-5621-5425-08565,2021-11-06,1636218022,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,d2q,US,USD,GA,31903,3.49,0.00,3.49,,
GPA.3365-0153-9379-15153,2021-11-06,1636219506,Charged,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,crownlte,FR,EUR,,,1.66,0.33,1.99,,
GPA.3331-4516-6109-46087,2021-11-06,1636221739,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,crownqltesq,US,USD,AL,35071,3.49,0.35,3.84,,
GPA.3374-9208-0036-74929,2021-11-06,1636222447,Charged,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,beyond0q,US,USD,AZ,85307,1.99,0.16,2.15,,
GPA.3355-4366-2296-16201,2021-11-06,1636222459,Charged,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,beyond0q,US,USD,AZ,85307,2.49,0.20,2.69,,
GPA.3323-0462-6948-95472,2021-11-06,1636223774,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,j7topeltevzw,US,USD,AR,71913,3.49,0.00,3.49,,
GPA.3352-6962-6808-14323,2021-11-06,1636227129,Charged,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,1,unlockcharactermanager,HWCOL,DE,EUR,,,1.77,0.34,2.11,,
GPA.3346-0431-0750-77587,2021-11-06,1636235275,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a52xq,US,USD,NY,14218,3.49,0.31,3.80,,
GPA.3318-9178-5563-48902,2021-11-06,1636235352,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a52xq,US,USD,NY,14218,5.49,0.48,5.97,,
GPA.3327-4290-0824-80732,2021-11-06,1636238351,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,USD,AR,72714,5.49,0.00,5.49,,
GPA.3301-7774-9739-62502,2021-11-07,1636243410,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a41,DE,EUR,,,4.19,0.80,4.99,,
GPA.3380-3805-0825-10762,2021-11-07,1636246124,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,j7popltevzw,US,USD,NY,14092,5.49,0.44,5.93,,
GPA.3330-2791-0240-69697,2021-11-07,1636246147,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,j7popltevzw,US,USD,NY,14092,3.49,0.28,3.77,,
GPA.3329-8362-4231-98971,2021-11-07,1636246693,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,P10000_Pro,ZA,ZAR,,1961,70.43,10.56,80.99,,
GPA.3335-7765-0437-78226,2021-11-07,1636252826,Charged,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,1,unlockcharactermanager,OnePlusN10TMO,US,USD,MO,65565,1.96,0.00,1.96,,
GPA.3373-5391-3216-50111,2021-11-07,1636255657,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,USD,MO,64090,5.49,0.00,5.49,,
GPA.3361-0655-7413-63408,2021-11-07,1636288582,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,DRD_sprout,BE,EUR,,,4.12,0.87,4.99,,
GPA.3357-2509-5925-34870,2021-11-07,1636312335,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HWMAR,DE,EUR,,,2.19,0.80,2.99,,
GPA.3372-8319-1387-64750,2021-11-07,1636320049,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,coral,US,USD,GA,30008,5.49,0.00,5.49,,
GPA.3357-3340-5284-86834,2021-11-07,1636323013,Charged,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,1,unlockcharactermanager,o1q,US,USD,WA,98258,1.96,0.18,2.14,,
GPA.3301-7798-8090-62736,2021-11-07,1636323055,Charged,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,1,premium,o1q,US,USD,WA,98258,2.49,0.22,2.71,,
GPA.3308-2622-4795-69721,2021-11-08,1636345920,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a51,BR,BRL,RJ,22763-050,12.99,0.00,12.99,,
GPA.3349-3636-0570-82229,2021-11-08,1636345963,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a51,BR,BRL,RJ,22763-050,20.99,0.00,20.99,,
GPA.3341-8592-2939-61201,2021-11-08,1636388725,Charged,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,a51,US,USD,TN,37865,2.49,0.24,2.73,,
GPA.3367-2149-4089-98095,2021-11-08,1636388773,Charged,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,a51,US,USD,TN,37865,1.99,0.19,2.18,,
GPA.3398-4569-1524-70087,2021-11-08,1636408463,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,TokyoPro,GB,GBP,,,3.49,0.70,4.19,,
GPA.3318-7176-7053-52992,2021-11-09,1636419002,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,USD,MA,01588,5.49,0.34,5.83,,
GPA.3300-8964-1021-11339,2021-11-09,1636422957,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gta4lwifi,CA,CAD,ON,K2J 1W7,7.49,0.97,8.46,,
GPA.3395-3131-8007-62948,2021-11-09,1636425095,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crosshatch,US,USD,MD,21076,5.49,0.33,5.82,,
GPA.3338-6969-9181-92500,2021-11-09,1636425152,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,crosshatch,US,USD,MD,21076,3.49,0.21,3.70,,
GPA.3350-6001-7289-42442,2021-11-09,1636459286,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,d2q,US,USD,SD,57026,3.49,0.23,3.72,,
GPA.3394-7855-8635-40500,2021-11-09,1636459343,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,USD,SD,57026,5.49,0.36,5.85,,
GPA.3347-9901-0266-44551,2021-11-09,1636464870,Charged,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,redfin,US,USD,NC,27410,1.99,0.13,2.12,,
GPA.3385-5259-9998-28597,2021-11-09,1636470244,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,sofia,US,USD,OK,73505,3.49,0.00,3.49,,
GPA.3349-7258-0597-79595,2021-11-09,1636473281,Charged,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,d2q,US,USD,NE,68044,2.49,0.14,2.63,,
GPA.3356-7616-1134-21781,2021-11-09,1636478415,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a32x,US,USD,MI,48430,5.49,0.33,5.82,,
GPA.3319-8834-6269-45285,2021-11-09,1636481553,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,USD,VA,23451,5.49,0.00,5.49,,
GPA.3351-9270-3759-49140,2021-11-09,1636493634,Charged,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,lavender,ES,EUR,,,1.64,0.35,1.99,,
GPA.3333-3718-7098-73213,2021-11-09,1636496092,Charged,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,d2xq2,US,USD,MS,39507,1.99,0.14,2.13,,
GPA.3365-4132-7899-15552,2021-11-09,1636499553,Charged,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,a11q,CA,CAD,ON,L3R 9Z6,7.49,0.97,8.46,,
GPA.3378-1081-8184-91209,2021-11-10,1636503052,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,rav,US,USD,WI,54729,5.49,0.30,5.79,,
GPA.3323-4876-0300-48523,2021-11-10,1636503314,Charged,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,rav,US,USD,WI,54729,3.49,0.19,3.68,,
GPA.3337-7454-8125-13406,2021-11-10,1636510803,Charged,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,1,unlockcharactermanager,minsk,US,USD,TX,75092,1.96,0.14,2.10,,
GPA.3334-5157-7737-09965,2021-11-10,1636522874,Charged,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,100011886,US,USD,FL,32007,5.49,0.00,5.49,,
GPA.3304-6069-0852-38653,2021-11-10,1636523137,Charged,Sport pick up lines (Daily pick up lines),com.vansteinengroentjes.apps.dailypickupline,1,sport,greatqlte,US,USD,HI,96818,1.05,0.05,1.10,,
